concept_name,concept_namespace,dataset_name,study_name,variable_name
kitak1419,k2id-soep,k2id_parent,k2id-soep,kitak1419
kitak1420,k2id-soep,k2id_parent,k2id-soep,kitak1420
kitak1421,k2id-soep,k2id_parent,k2id-soep,kitak1421
kitak1501a,k2id-soep,k2id_parent,k2id-soep,kitak1501a
kitak1501b,k2id-soep,k2id_parent,k2id-soep,kitak1501b
kitak1502a,k2id-soep,k2id_parent,k2id-soep,kitak1502a
kitak1502b,k2id-soep,k2id_parent,k2id-soep,kitak1502b
kitak1503a,k2id-soep,k2id_parent,k2id-soep,kitak1503a
kitak1503b,k2id-soep,k2id_parent,k2id-soep,kitak1503b
kitak1504a,k2id-soep,k2id_parent,k2id-soep,kitak1504a
kitak1504b,k2id-soep,k2id_parent,k2id-soep,kitak1504b
kitak1505a,k2id-soep,k2id_parent,k2id-soep,kitak1505a
kitak1505b,k2id-soep,k2id_parent,k2id-soep,kitak1505b
kitak1506a,k2id-soep,k2id_parent,k2id-soep,kitak1506a
kitak1506b,k2id-soep,k2id_parent,k2id-soep,kitak1506b
kitak1507a,k2id-soep,k2id_parent,k2id-soep,kitak1507a
kitak1507b,k2id-soep,k2id_parent,k2id-soep,kitak1507b
kitak1601,k2id-soep,k2id_parent,k2id-soep,kitak1601
kitak1701,k2id-soep,k2id_parent,k2id-soep,kitak1701
kitak1702,k2id-soep,k2id_parent,k2id-soep,kitak1702
kitak1801,k2id-soep,k2id_parent,k2id-soep,kitak1801
kitak1802,k2id-soep,k2id_parent,k2id-soep,kitak1802
kitak1901,k2id-soep,k2id_parent,k2id-soep,kitak1901
kitak1902,k2id-soep,k2id_parent,k2id-soep,kitak1902
kitak2001a,k2id-soep,k2id_parent,k2id-soep,kitak2001a
kitak2001b,k2id-soep,k2id_parent,k2id-soep,kitak2001b
kitak2002a,k2id-soep,k2id_parent,k2id-soep,kitak2002a
kitak2002b,k2id-soep,k2id_parent,k2id-soep,kitak2002b
kitak2003a,k2id-soep,k2id_parent,k2id-soep,kitak2003a
kitak2003b,k2id-soep,k2id_parent,k2id-soep,kitak2003b
kitak2101,k2id-soep,k2id_parent,k2id-soep,kitak2101
kitak2201,k2id-soep,k2id_parent,k2id-soep,kitak2201
kitak2202,k2id-soep,k2id_parent,k2id-soep,kitak2202
kitak2203,k2id-soep,k2id_parent,k2id-soep,kitak2203
kitak2204,k2id-soep,k2id_parent,k2id-soep,kitak2204
kitak2205,k2id-soep,k2id_parent,k2id-soep,kitak2205
kitak2206,k2id-soep,k2id_parent,k2id-soep,kitak2206
kitak2207,k2id-soep,k2id_parent,k2id-soep,kitak2207
kitak2208,k2id-soep,k2id_parent,k2id-soep,kitak2208
kitak2209,k2id-soep,k2id_parent,k2id-soep,kitak2209
kitak2210,k2id-soep,k2id_parent,k2id-soep,kitak2210
kitak23,k2id-soep,k2id_parent,k2id-soep,kitak23
kitak24,k2id-soep,k2id_parent,k2id-soep,kitak24
kitak25,k2id-soep,k2id_parent,k2id-soep,kitak25
hhnrakt,k2id-soep,k2id_brutto,k2id-soep,hhnrakt
persnr,k2id-soep,k2id_brutto,k2id-soep,persnr
kitaid,k2id-soep,k2id_brutto,k2id-soep,kitaid
kigrid,k2id-soep,k2id_brutto,k2id-soep,kigrid
kitagnr,k2id-soep,k2id_brutto,k2id-soep,kitagnr
welle,k2id-soep,k2id_brutto,k2id-soep,welle
kwave,k2id-soep,k2id_brutto,k2id-soep,kwave
iwave,k2id-soep,k2id_brutto,k2id-soep,iwave
subs,k2id-soep,k2id_brutto,k2id-soep,subs
subsam2,k2id-soep,k2id_brutto,k2id-soep,subsam2
wpar,k2id-soep,k2id_brutto,k2id-soep,wpar
wkita,k2id-soep,k2id_brutto,k2id-soep,wkita
ecec,k2id-soep,k2id_brutto,k2id-soep,ecec
kpretest,k2id-soep,k2id_brutto,k2id-soep,kpretest
kpretestp,k2id-soep,k2id_brutto,k2id-soep,kpretestp
kpretesth,k2id-soep,k2id_brutto,k2id-soep,kpretesth
kform,k2id-soep,k2id_brutto,k2id-soep,kform
kresultp,k2id-soep,k2id_brutto,k2id-soep,kresultp
kresultq,k2id-soep,k2id_brutto,k2id-soep,kresultq
kitadr,k2id-soep,k2id_brutto,k2id-soep,kitadr
khform1,k2id-soep,k2id_brutto,k2id-soep,khform1
khresult1,k2id-soep,k2id_brutto,k2id-soep,khresult1
khform,k2id-soep,k2id_brutto,k2id-soep,khform
khresult,k2id-soep,k2id_brutto,k2id-soep,khresult
khpsteps,k2id-soep,k2id_brutto,k2id-soep,khpsteps
kintd,k2id-soep,k2id_brutto,k2id-soep,kintd
kintm,k2id-soep,k2id_brutto,k2id-soep,kintm
kinty,k2id-soep,k2id_brutto,k2id-soep,kinty
iresult,k2id-soep,k2id_brutto,k2id-soep,iresult
idirq,k2id-soep,k2id_brutto,k2id-soep,idirq
igresult,k2id-soep,k2id_brutto,k2id-soep,igresult
igrinfo,k2id-soep,k2id_brutto,k2id-soep,igrinfo
ipretest,k2id-soep,k2id_brutto,k2id-soep,ipretest
ipretestr,k2id-soep,k2id_brutto,k2id-soep,ipretestr
imailm,k2id-soep,k2id_brutto,k2id-soep,imailm
itranch,k2id-soep,k2id_brutto,k2id-soep,itranch
iform,k2id-soep,k2id_brutto,k2id-soep,iform
icati1,k2id-soep,k2id_brutto,k2id-soep,icati1
icati1r,k2id-soep,k2id_brutto,k2id-soep,icati1r
icati2,k2id-soep,k2id_brutto,k2id-soep,icati2
inonrsp,k2id-soep,k2id_brutto,k2id-soep,inonrsp
inonrspr,k2id-soep,k2id_brutto,k2id-soep,inonrspr
icompq,k2id-soep,k2id_brutto,k2id-soep,icompq
icompqr,k2id-soep,k2id_brutto,k2id-soep,icompqr
icompqi,k2id-soep,k2id_brutto,k2id-soep,icompqi
icompqi2,k2id-soep,k2id_brutto,k2id-soep,icompqi2
iintd,k2id-soep,k2id_brutto,k2id-soep,iintd
iintm,k2id-soep,k2id_brutto,k2id-soep,iintm
iinty,k2id-soep,k2id_brutto,k2id-soep,iinty
ibula,k2id-soep,k2id_brutto,k2id-soep,ibula
kitaid,k2id-soep,k2id_educator,k2id-soep,kitaid
kigrid,k2id-soep,k2id_educator,k2id-soep,kigrid
kitagnr,k2id-soep,k2id_educator,k2id-soep,kitagnr
iwave,k2id-soep,k2id_educator,k2id-soep,iwave
idaty,k2id-soep,k2id_educator,k2id-soep,idaty
idatm,k2id-soep,k2id_educator,k2id-soep,idatm
idatd,k2id-soep,k2id_educator,k2id-soep,idatd
glform,k2id-soep,k2id_educator,k2id-soep,glform
ecomp,k2id-soep,k2id_educator,k2id-soep,ecomp
kitae01,k2id-soep,k2id_educator,k2id-soep,kitae01
kitae0201,k2id-soep,k2id_educator,k2id-soep,kitae0201
kitae0202,k2id-soep,k2id_educator,k2id-soep,kitae0202
kitae0203,k2id-soep,k2id_educator,k2id-soep,kitae0203
kitae0204,k2id-soep,k2id_educator,k2id-soep,kitae0204
kitae0205,k2id-soep,k2id_educator,k2id-soep,kitae0205
kitae0301a,k2id-soep,k2id_educator,k2id-soep,kitae0301a
kitae0301b,k2id-soep,k2id_educator,k2id-soep,kitae0301b
kitae0301c,k2id-soep,k2id_educator,k2id-soep,kitae0301c
kitae0301d,k2id-soep,k2id_educator,k2id-soep,kitae0301d
kitae0302a,k2id-soep,k2id_educator,k2id-soep,kitae0302a
kitae0302b,k2id-soep,k2id_educator,k2id-soep,kitae0302b
kitae0302c,k2id-soep,k2id_educator,k2id-soep,kitae0302c
kitae0302d,k2id-soep,k2id_educator,k2id-soep,kitae0302d
kitae0302e,k2id-soep,k2id_educator,k2id-soep,kitae0302e
kitae0303a,k2id-soep,k2id_educator,k2id-soep,kitae0303a
kitae0303b,k2id-soep,k2id_educator,k2id-soep,kitae0303b
kitae0303c,k2id-soep,k2id_educator,k2id-soep,kitae0303c
kitae0303d,k2id-soep,k2id_educator,k2id-soep,kitae0303d
kitae0303e,k2id-soep,k2id_educator,k2id-soep,kitae0303e
kitae0304a,k2id-soep,k2id_educator,k2id-soep,kitae0304a
kitae0304b,k2id-soep,k2id_educator,k2id-soep,kitae0304b
kitae0304c,k2id-soep,k2id_educator,k2id-soep,kitae0304c
kitae0304d,k2id-soep,k2id_educator,k2id-soep,kitae0304d
kitae0304e,k2id-soep,k2id_educator,k2id-soep,kitae0304e
kitae0401a,k2id-soep,k2id_educator,k2id-soep,kitae0401a
kitae0401b,k2id-soep,k2id_educator,k2id-soep,kitae0401b
kitae0402a,k2id-soep,k2id_educator,k2id-soep,kitae0402a
kitae0402b,k2id-soep,k2id_educator,k2id-soep,kitae0402b
kitae0403a,k2id-soep,k2id_educator,k2id-soep,kitae0403a
kitae0403b,k2id-soep,k2id_educator,k2id-soep,kitae0403b
kitae05,k2id-soep,k2id_educator,k2id-soep,kitae05
kitae0601,k2id-soep,k2id_educator,k2id-soep,kitae0601
kitae0602,k2id-soep,k2id_educator,k2id-soep,kitae0602
kitae0603,k2id-soep,k2id_educator,k2id-soep,kitae0603
kitae0701,k2id-soep,k2id_educator,k2id-soep,kitae0701
kitae0702,k2id-soep,k2id_educator,k2id-soep,kitae0702
kitae0703,k2id-soep,k2id_educator,k2id-soep,kitae0703
kitae0704,k2id-soep,k2id_educator,k2id-soep,kitae0704
kitae0705,k2id-soep,k2id_educator,k2id-soep,kitae0705
kitae0801,k2id-soep,k2id_educator,k2id-soep,kitae0801
kitae0802,k2id-soep,k2id_educator,k2id-soep,kitae0802
kitae09,k2id-soep,k2id_educator,k2id-soep,kitae09
kitae1001,k2id-soep,k2id_educator,k2id-soep,kitae1001
kitae1001a,k2id-soep,k2id_educator,k2id-soep,kitae1001a
kitae1002,k2id-soep,k2id_educator,k2id-soep,kitae1002
kitae1002a,k2id-soep,k2id_educator,k2id-soep,kitae1002a
kitae1003,k2id-soep,k2id_educator,k2id-soep,kitae1003
kitae1003a,k2id-soep,k2id_educator,k2id-soep,kitae1003a
kitae1004,k2id-soep,k2id_educator,k2id-soep,kitae1004
kitae1004a,k2id-soep,k2id_educator,k2id-soep,kitae1004a
kitae1005,k2id-soep,k2id_educator,k2id-soep,kitae1005
kitae1005a,k2id-soep,k2id_educator,k2id-soep,kitae1005a
kitae1006,k2id-soep,k2id_educator,k2id-soep,kitae1006
kitae1006a,k2id-soep,k2id_educator,k2id-soep,kitae1006a
kitae1007,k2id-soep,k2id_educator,k2id-soep,kitae1007
kitae1007a,k2id-soep,k2id_educator,k2id-soep,kitae1007a
kitae1008,k2id-soep,k2id_educator,k2id-soep,kitae1008
kitae1008a,k2id-soep,k2id_educator,k2id-soep,kitae1008a
kitae1009,k2id-soep,k2id_educator,k2id-soep,kitae1009
kitae1009a,k2id-soep,k2id_educator,k2id-soep,kitae1009a
kitae1010,k2id-soep,k2id_educator,k2id-soep,kitae1010
kitae1010a,k2id-soep,k2id_educator,k2id-soep,kitae1010a
kitae1011,k2id-soep,k2id_educator,k2id-soep,kitae1011
kitae1011a,k2id-soep,k2id_educator,k2id-soep,kitae1011a
kitae1012,k2id-soep,k2id_educator,k2id-soep,kitae1012
kitae1012a,k2id-soep,k2id_educator,k2id-soep,kitae1012a
kitae1013,k2id-soep,k2id_educator,k2id-soep,kitae1013
kitae1013a,k2id-soep,k2id_educator,k2id-soep,kitae1013a
kitae1014,k2id-soep,k2id_educator,k2id-soep,kitae1014
kitae1014a,k2id-soep,k2id_educator,k2id-soep,kitae1014a
kitae1101,k2id-soep,k2id_educator,k2id-soep,kitae1101
kitae1102,k2id-soep,k2id_educator,k2id-soep,kitae1102
kitae1103,k2id-soep,k2id_educator,k2id-soep,kitae1103
kitae1104,k2id-soep,k2id_educator,k2id-soep,kitae1104
kitae1105,k2id-soep,k2id_educator,k2id-soep,kitae1105
kitae1106,k2id-soep,k2id_educator,k2id-soep,kitae1106
kitae1107,k2id-soep,k2id_educator,k2id-soep,kitae1107
kitae1108,k2id-soep,k2id_educator,k2id-soep,kitae1108
kitae1109,k2id-soep,k2id_educator,k2id-soep,kitae1109
kitae1110,k2id-soep,k2id_educator,k2id-soep,kitae1110
kitae1111,k2id-soep,k2id_educator,k2id-soep,kitae1111
kitae1112,k2id-soep,k2id_educator,k2id-soep,kitae1112
kitae1201a,k2id-soep,k2id_educator,k2id-soep,kitae1201a
kitae1201b,k2id-soep,k2id_educator,k2id-soep,kitae1201b
kitae1202a,k2id-soep,k2id_educator,k2id-soep,kitae1202a
kitae1202b,k2id-soep,k2id_educator,k2id-soep,kitae1202b
kitae1203a,k2id-soep,k2id_educator,k2id-soep,kitae1203a
kitae1203b,k2id-soep,k2id_educator,k2id-soep,kitae1203b
kitae1204a,k2id-soep,k2id_educator,k2id-soep,kitae1204a
kitae1204b,k2id-soep,k2id_educator,k2id-soep,kitae1204b
kitae1205a,k2id-soep,k2id_educator,k2id-soep,kitae1205a
kitae1205b,k2id-soep,k2id_educator,k2id-soep,kitae1205b
kitae1206a,k2id-soep,k2id_educator,k2id-soep,kitae1206a
kitae1206b,k2id-soep,k2id_educator,k2id-soep,kitae1206b
kitae1207a,k2id-soep,k2id_educator,k2id-soep,kitae1207a
kitae1207b,k2id-soep,k2id_educator,k2id-soep,kitae1207b
kitae1301,k2id-soep,k2id_educator,k2id-soep,kitae1301
kitae1302,k2id-soep,k2id_educator,k2id-soep,kitae1302
kitae1303,k2id-soep,k2id_educator,k2id-soep,kitae1303
kitae1304,k2id-soep,k2id_educator,k2id-soep,kitae1304
kitae1305,k2id-soep,k2id_educator,k2id-soep,kitae1305
kitae1306,k2id-soep,k2id_educator,k2id-soep,kitae1306
kitae1307,k2id-soep,k2id_educator,k2id-soep,kitae1307
kitae1308,k2id-soep,k2id_educator,k2id-soep,kitae1308
kitae1401,k2id-soep,k2id_educator,k2id-soep,kitae1401
kitae1402,k2id-soep,k2id_educator,k2id-soep,kitae1402
kitae1403,k2id-soep,k2id_educator,k2id-soep,kitae1403
kitae1404,k2id-soep,k2id_educator,k2id-soep,kitae1404
kitae1405,k2id-soep,k2id_educator,k2id-soep,kitae1405
kitae1406,k2id-soep,k2id_educator,k2id-soep,kitae1406
kitae1407,k2id-soep,k2id_educator,k2id-soep,kitae1407
kitae1501,k2id-soep,k2id_educator,k2id-soep,kitae1501
kitae1502,k2id-soep,k2id_educator,k2id-soep,kitae1502
kitae1503,k2id-soep,k2id_educator,k2id-soep,kitae1503
kitae1504,k2id-soep,k2id_educator,k2id-soep,kitae1504
kitae1505,k2id-soep,k2id_educator,k2id-soep,kitae1505
kitae1506,k2id-soep,k2id_educator,k2id-soep,kitae1506
kitae1507,k2id-soep,k2id_educator,k2id-soep,kitae1507
kitae1508,k2id-soep,k2id_educator,k2id-soep,kitae1508
kitae1509,k2id-soep,k2id_educator,k2id-soep,kitae1509
kitae1510,k2id-soep,k2id_educator,k2id-soep,kitae1510
kitae1511,k2id-soep,k2id_educator,k2id-soep,kitae1511
kitae1512,k2id-soep,k2id_educator,k2id-soep,kitae1512
kitae1513,k2id-soep,k2id_educator,k2id-soep,kitae1513
kitae1514,k2id-soep,k2id_educator,k2id-soep,kitae1514
kitae1515,k2id-soep,k2id_educator,k2id-soep,kitae1515
kitae1516,k2id-soep,k2id_educator,k2id-soep,kitae1516
kitae1517,k2id-soep,k2id_educator,k2id-soep,kitae1517
kitae1518,k2id-soep,k2id_educator,k2id-soep,kitae1518
kitae1601,k2id-soep,k2id_educator,k2id-soep,kitae1601
kitae1602,k2id-soep,k2id_educator,k2id-soep,kitae1602
kitae1701,k2id-soep,k2id_educator,k2id-soep,kitae1701
kitae1702,k2id-soep,k2id_educator,k2id-soep,kitae1702
kitae1703,k2id-soep,k2id_educator,k2id-soep,kitae1703
kitae1704,k2id-soep,k2id_educator,k2id-soep,kitae1704
kitae1705,k2id-soep,k2id_educator,k2id-soep,kitae1705
kitae1801,k2id-soep,k2id_educator,k2id-soep,kitae1801
kitae2001,k2id-soep,k2id_educator,k2id-soep,kitae2001
kitae2002,k2id-soep,k2id_educator,k2id-soep,kitae2002
kitae2003,k2id-soep,k2id_educator,k2id-soep,kitae2003
kitae2004,k2id-soep,k2id_educator,k2id-soep,kitae2004
kitae2005,k2id-soep,k2id_educator,k2id-soep,kitae2005
kitae2006,k2id-soep,k2id_educator,k2id-soep,kitae2006
kitae2101,k2id-soep,k2id_educator,k2id-soep,kitae2101
kitae2201,k2id-soep,k2id_educator,k2id-soep,kitae2201
kitae2202,k2id-soep,k2id_educator,k2id-soep,kitae2202
kitae2203,k2id-soep,k2id_educator,k2id-soep,kitae2203
kitae2204,k2id-soep,k2id_educator,k2id-soep,kitae2204
kitae2205,k2id-soep,k2id_educator,k2id-soep,kitae2205
kitae2206,k2id-soep,k2id_educator,k2id-soep,kitae2206
kitae2207,k2id-soep,k2id_educator,k2id-soep,kitae2207
kitae2208,k2id-soep,k2id_educator,k2id-soep,kitae2208
kitae2209,k2id-soep,k2id_educator,k2id-soep,kitae2209
kitae2210,k2id-soep,k2id_educator,k2id-soep,kitae2210
kitae2301,k2id-soep,k2id_educator,k2id-soep,kitae2301
kitae2401,k2id-soep,k2id_educator,k2id-soep,kitae2401
kitae2501,k2id-soep,k2id_educator,k2id-soep,kitae2501
kitae2502,k2id-soep,k2id_educator,k2id-soep,kitae2502
kitae2503,k2id-soep,k2id_educator,k2id-soep,kitae2503
kitae2504,k2id-soep,k2id_educator,k2id-soep,kitae2504
kitae2505,k2id-soep,k2id_educator,k2id-soep,kitae2505
kitae2506,k2id-soep,k2id_educator,k2id-soep,kitae2506
kitae2507,k2id-soep,k2id_educator,k2id-soep,kitae2507
kitae2508,k2id-soep,k2id_educator,k2id-soep,kitae2508
kitae2509,k2id-soep,k2id_educator,k2id-soep,kitae2509
kitae2510,k2id-soep,k2id_educator,k2id-soep,kitae2510
kitae2511,k2id-soep,k2id_educator,k2id-soep,kitae2511
kitae2512,k2id-soep,k2id_educator,k2id-soep,kitae2512
kitae2513,k2id-soep,k2id_educator,k2id-soep,kitae2513
kitae2514,k2id-soep,k2id_educator,k2id-soep,kitae2514
kitae2515,k2id-soep,k2id_educator,k2id-soep,kitae2515
kitae2516,k2id-soep,k2id_educator,k2id-soep,kitae2516
kitae2517,k2id-soep,k2id_educator,k2id-soep,kitae2517
kitae2518,k2id-soep,k2id_educator,k2id-soep,kitae2518
kitae2519,k2id-soep,k2id_educator,k2id-soep,kitae2519
kitae2520,k2id-soep,k2id_educator,k2id-soep,kitae2520
kitae2521,k2id-soep,k2id_educator,k2id-soep,kitae2521
kitae2601,k2id-soep,k2id_educator,k2id-soep,kitae2601
kitae2602,k2id-soep,k2id_educator,k2id-soep,kitae2602
kitae2701,k2id-soep,k2id_educator,k2id-soep,kitae2701
kitae2702,k2id-soep,k2id_educator,k2id-soep,kitae2702
kitae28,k2id-soep,k2id_educator,k2id-soep,kitae28
kitae29,k2id-soep,k2id_educator,k2id-soep,kitae29
kitae30,k2id-soep,k2id_educator,k2id-soep,kitae30
kitae3101,k2id-soep,k2id_educator,k2id-soep,kitae3101
kitae32,k2id-soep,k2id_educator,k2id-soep,kitae32
kitae3301,k2id-soep,k2id_educator,k2id-soep,kitae3301
kitae3302,k2id-soep,k2id_educator,k2id-soep,kitae3302
kitae34,k2id-soep,k2id_educator,k2id-soep,kitae34
kitae3501,k2id-soep,k2id_educator,k2id-soep,kitae3501
kitae3502,k2id-soep,k2id_educator,k2id-soep,kitae3502
kitae3601a,k2id-soep,k2id_educator,k2id-soep,kitae3601a
kitae3601b,k2id-soep,k2id_educator,k2id-soep,kitae3601b
kitae3602a,k2id-soep,k2id_educator,k2id-soep,kitae3602a
kitae3602b,k2id-soep,k2id_educator,k2id-soep,kitae3602b
kitae3603a,k2id-soep,k2id_educator,k2id-soep,kitae3603a
kitae3603b,k2id-soep,k2id_educator,k2id-soep,kitae3603b
kitae3604a,k2id-soep,k2id_educator,k2id-soep,kitae3604a
kitae3604b,k2id-soep,k2id_educator,k2id-soep,kitae3604b
kitae3605a,k2id-soep,k2id_educator,k2id-soep,kitae3605a
kitae3605b,k2id-soep,k2id_educator,k2id-soep,kitae3605b
kitae3606a,k2id-soep,k2id_educator,k2id-soep,kitae3606a
kitae3606b,k2id-soep,k2id_educator,k2id-soep,kitae3606b
kitae3607a,k2id-soep,k2id_educator,k2id-soep,kitae3607a
kitae3607b,k2id-soep,k2id_educator,k2id-soep,kitae3607b
kitae3701,k2id-soep,k2id_educator,k2id-soep,kitae3701
kitae3702,k2id-soep,k2id_educator,k2id-soep,kitae3702
kitae3703,k2id-soep,k2id_educator,k2id-soep,kitae3703
kitae38,k2id-soep,k2id_educator,k2id-soep,kitae38
kitae3901,k2id-soep,k2id_educator,k2id-soep,kitae3901
kitae4001,k2id-soep,k2id_educator,k2id-soep,kitae4001
kitae4002,k2id-soep,k2id_educator,k2id-soep,kitae4002
kitaid,k2id-soep,k2id_director,k2id-soep,kitaid
iwave,k2id-soep,k2id_director,k2id-soep,iwave
idaty,k2id-soep,k2id_director,k2id-soep,idaty
idatm,k2id-soep,k2id_director,k2id-soep,idatm
idatd,k2id-soep,k2id_director,k2id-soep,idatd
klform,k2id-soep,k2id_director,k2id-soep,klform
dcomp,k2id-soep,k2id_director,k2id-soep,dcomp
kitad01,k2id-soep,k2id_director,k2id-soep,kitad01
kitad0201,k2id-soep,k2id_director,k2id-soep,kitad0201
kitad0202,k2id-soep,k2id_director,k2id-soep,kitad0202
kitad0203,k2id-soep,k2id_director,k2id-soep,kitad0203
kitad0204,k2id-soep,k2id_director,k2id-soep,kitad0204
kitad03,k2id-soep,k2id_director,k2id-soep,kitad03
kitad04,k2id-soep,k2id_director,k2id-soep,kitad04
kitad0501,k2id-soep,k2id_director,k2id-soep,kitad0501
kitad0502,k2id-soep,k2id_director,k2id-soep,kitad0502
kitad0503,k2id-soep,k2id_director,k2id-soep,kitad0503
kitad0504,k2id-soep,k2id_director,k2id-soep,kitad0504
kitad0505,k2id-soep,k2id_director,k2id-soep,kitad0505
kitad0601a,k2id-soep,k2id_director,k2id-soep,kitad0601a
